Time,count_ID,favorite_AVG,quote_AVG,retweets_AVG,compound_AVG
10/8 18:20:00 ~ 10/8 18:29:59,931,15.71965628,1.105263157894737,4.556390977443609,0.21476015037593982
10/8 18:30:00 ~ 10/8 18:39:59,1030,23.13980583,0.19223300970873786,4.437864077669903,0.2267021359223301
10/8 18:40:00 ~ 10/8 18:49:59,830,3.245783133,0.3795180722891566,1.069879518072289,0.20145000000000016
10/8 18:50:00 ~ 10/8 18:59:59,771,8.552529183,0.19714656290531776,1.4721141374837874,0.22889805447470785
10/8 19:00:00 ~ 10/8 19:09:59,798,4.012531328,0.12280701754385964,1.068922305764411,0.2202200501253133
10/8 19:10:00 ~ 10/8 19:19:59,724,36.72237569,19.650552486187845,20.591160220994475,0.22728245856353585
10/8 19:20:00 ~ 10/8 19:29:59,856,23.12616822,1.6436915887850467,5.332943925233645,0.2263827102803739
10/8 19:30:00 ~ 10/8 19:39:59,837,10.32019116,0.26881720430107525,1.7777777777777777,0.24670943847072868
10/8 19:40:00 ~ 10/8 19:49:59,765,120.9803922,5.49281045751634,24.303267973856208,0.19178575163398678
10/8 19:50:00 ~ 10/8 19:59:59,846,25.00472813,3.074468085106383,17.48108747044917,0.16292612293144218
10/8 20:00:00 ~ 10/8 20:09:59,989,43.98988878,2.5288169868554093,30.64206268958544,0.17107532861476263
10/8 20:10:00 ~ 10/8 20:19:59,909,32.66006601,0.8734873487348734,10.297029702970297,0.2210284928492847
10/8 20:20:00 ~ 10/8 20:29:59,879,11.67007964,0.46757679180887374,3.136518771331058,0.2869536973833901
10/8 20:30:00 ~ 10/8 20:39:59,753,32.16998672,0.6586985391766268,7.294820717131474,0.1767143426294821
10/8 20:40:00 ~ 10/8 20:49:59,737,24.0312076,1.6187245590230666,13.085481682496608,0.20232306648575304
10/8 20:50:00 ~ 10/8 20:59:59,697,9.909612626,0.4218077474892396,2.4935437589670015,0.22509067431850754
10/8 21:00:00 ~ 10/8 21:09:59,690,17.78985507,0.5202898550724637,4.215942028985507,0.2584198550724636
10/8 21:10:00 ~ 10/8 21:19:59,655,36.5480916,1.1221374045801527,5.363358778625954,0.21498763358778591
10/8 21:20:00 ~ 10/8 21:29:59,633,367.7266983,11.15955766192733,55.161137440758296,0.25110458135860964
10/8 21:30:00 ~ 10/8 21:39:59,614,8.397394137,0.40879478827361565,1.8469055374592833,0.24506661237784985
